                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3257,                  2.858,                  1.536,                0.49912,                0.53731,                0.50232,                0.24531,                 1.3686,                 2.8029,                 1.6812,             0.00036954,             0.00036954,             0.00036954
